,Unnamed: 0_x,match_id,date,tournament,Unnamed: 0_y,player_id,winner,Unnamed: 0,name,country
228,5500,m_2016_U_39,2016-08-30,US Open,15595,atp_105430,False,5392,Radu Albot,MDA
229,5607,m_2015_U_19,2015-08-31,US Open,15701,atp_105430,False,5392,Radu Albot,MDA
230,5755,m_2014_U_40,2014-08-26,US Open,15849,atp_105430,False,5392,Radu Albot,MDA
241,5255,m_2018_U_48,2018-08-28,US Open,15350,atp_111581,False,11498,Michael Mmoh,USA
242,5499,m_2016_U_38,2016-08-30,US Open,15594,atp_111581,False,11498,Michael Mmoh,USA
247,5245,m_2018_U_38,2018-08-28,US Open,15340,atp_105882,False,5839,Stefano Travaglia,ITA
248,5381,m_2017_U_47,2017-08-30,US Open,5356,atp_105882,True,5839,Stefano Travaglia,ITA
249,5415,m_2017_U_81,2017-08-31,US Open,15510,atp_105882,False,5839,Stefano Travaglia,ITA
256,5212,m_2018_U_5,2018-08-27,US Open,15307,atp_105819,False,5776,Guido Andreozzi,ARG
257,5485,m_2016_U_24,2016-08-29,US Open,15580,atp_105819,False,5776,Guido Andreozzi,ARG
258,5969,m_2012_U_0,2012-08-27,US Open,16061,atp_105819,False,5776,Guido Andreozzi,ARG
349,5120,m_2019_U_40,2019-08-27,US Open,5097,atp_104269,True,4242,Fernando Verdasco,ESP
350,5173,m_2019_U_93,2019-08-30,US Open,15269,atp_104269,False,4242,Fernando Verdasco,ESP
351,5221,m_2018_U_14,2018-08-27,US Open,5196,atp_104269,True,4242,Fernando Verdasco,ESP
352,5277,m_2018_U_70,2018-08-29,US Open,5252,atp_104269,True,4242,Fernando Verdasco,ESP
353,5310,m_2018_U_103,2018-01-09,US Open,15405,atp_104269,False,4242,Fernando Verdasco,ESP
354,5396,m_2017_U_62,2017-08-30,US Open,5371,atp_104269,True,4242,Fernando Verdasco,ESP
355,5423,m_2017_U_89,2017-08-31,US Open,15518,atp_104269,False,4242,Fernando Verdasco,ESP
356,5503,m_2016_U_42,2016-08-30,US Open,15598,atp_104269,False,4242,Fernando Verdasco,ESP
357,5600,m_2015_U_12,2015-08-31,US Open,5574,atp_104269,True,4242,Fernando Verdasco,ESP
358,5657,m_2015_U_69,2015-02-09,US Open,15751,atp_104269,False,4242,Fernando Verdasco,ESP
359,5722,m_2014_U_7,2014-08-25,US Open,5696,atp_104269,True,4242,Fernando Verdasco,ESP
360,5791,m_2014_U_76,2014-08-28,US Open,15885,atp_104269,False,4242,Fernando Verdasco,ESP
361,5855,m_2013_U_13,2013-08-26,US Open,15947,atp_104269,False,4242,Fernando Verdasco,ESP
362,5985,m_2012_U_16,2012-08-27,US Open,5957,atp_104269,True,4242,Fernando Verdasco,ESP
363,6041,m_2012_U_72,2012-08-30,US Open,6013,atp_104269,True,4242,Fernando Verdasco,ESP
364,6069,m_2012_U_100,2012-01-09,US Open,16161,atp_104269,False,4242,Fernando Verdasco,ESP
365,6136,m_2011_U_40,2011-08-30,US Open,6107,atp_104269,True,4242,Fernando Verdasco,ESP
366,6172,m_2011_U_76,2011-01-09,US Open,6143,atp_104269,True,4242,Fernando Verdasco,ESP
367,6198,m_2011_U_102,2011-04-09,US Open,16289,atp_104269,False,4242,Fernando Verdasco,ESP
368,6261,m_2010_U_38,2010-08-31,US Open,6232,atp_104269,True,4242,Fernando Verdasco,ESP
369,6312,m_2010_U_89,2010-03-09,US Open,6283,atp_104269,True,4242,Fernando Verdasco,ESP
370,6327,m_2010_U_104,2010-05-09,US Open,6298,atp_104269,True,4242,Fernando Verdasco,ESP
371,6341,m_2010_U_118,2010-07-09,US Open,6312,atp_104269,True,4242,Fernando Verdasco,ESP
372,6346,m_2010_U_123,2010-10-09,US Open,16437,atp_104269,False,4242,Fernando Verdasco,ESP
373,6379,m_2009_U_29,2009-01-09,US Open,6350,atp_104269,True,4242,Fernando Verdasco,ESP
374,6418,m_2009_U_68,2009-03-09,US Open,6388,atp_104269,True,4242,Fernando Verdasco,ESP
375,6450,m_2009_U_100,2009-05-09,US Open,6420,atp_104269,True,4242,Fernando Verdasco,ESP
376,6464,m_2009_U_114,2009-07-09,US Open,6434,atp_104269,True,4242,Fernando Verdasco,ESP
377,6470,m_2009_U_120,2009-09-09,US Open,16560,atp_104269,False,4242,Fernando Verdasco,ESP
378,6515,m_2008_U_38,2008-08-26,US Open,6485,atp_104269,True,4242,Fernando Verdasco,ESP
379,6564,m_2008_U_87,2008-08-29,US Open,6534,atp_104269,True,4242,Fernando Verdasco,ESP
